full_name,html_url,stars,pushed_at,r_bytes,topics,reasons,commits_2022,buglike_2022,buglike_share_2022,updated_in_2022,passes_thresholds
laderast/data_storytelling_bdc,https://github.com/laderast/data_storytelling_bdc,20,2019-12-20T18:12:00Z,205,,extension:Rmd,0,0,0.0,False,False
langcog/wordbank-book,https://github.com/langcog/wordbank-book,19,2024-11-27T18:33:37Z,27150,,extension:Rmd,0,0,0.0,False,False
leppott/ContDataQC,https://github.com/leppott/ContDataQC,23,2025-10-03T11:35:56Z,1211008,continuous-data;qc;quality-control;r-package,extension:Rmd,29,17,58.6,True,True
libreas/libreas.github.io,https://github.com/libreas/libreas.github.io,12,2025-10-21T14:25:24Z,0,,extension:Rmd,22,0,0.0,True,False
linnovate/openideal,https://github.com/linnovate/openideal,123,2024-07-02T16:57:25Z,0,community;drupal;enterprise-software;ideation;innovation;social-network,filename:_site.yml,16,1,6.2,True,False
lorenzobonaguro/cyCONDOR,https://github.com/lorenzobonaguro/cyCONDOR,21,2025-09-02T07:49:30Z,284311,,extension:Rmd,1,0,0.0,True,False
m-clark/sem,https://github.com/m-clark/sem,31,2019-01-08T21:44:48Z,8841,bayesian-nonparametric-models;graphical-models;growth-curves;irt;latent-variable-models;lavaan;mixture-model;r;sem;structural-equation-modeling;topic-modeling,extension:Rmd,0,0,0.0,False,False
machow/tidytuesday-py,https://github.com/machow/tidytuesday-py,34,2020-04-28T15:27:02Z,2150,,extension:Rmd,0,0,0.0,False,False
mfenner/mfenner.github.io,https://github.com/mfenner/mfenner.github.io,12,2017-01-17T13:27:54Z,777,,extension:Rmd,0,0,0.0,False,False
mhahsler/Introduction_to_Data_Mining_R_Examples,https://github.com/mhahsler/Introduction_to_Data_Mining_R_Examples,113,2025-10-17T16:27:21Z,3217,data-mining;educational;examples;r;textbook,extension:Rmd,0,0,0.0,False,False
mhoehle/hoehleatsu.github.io,https://github.com/mhoehle/hoehleatsu.github.io,10,2024-02-13T22:04:44Z,44499,,extension:Rmd,4,1,25.0,True,False
mibwurrepo/Microbial-bioinformatics-introductory-course-Material-2018,https://github.com/mibwurrepo/Microbial-bioinformatics-introductory-course-Material-2018,28,2020-05-01T08:06:55Z,7046,microbiome;microbiota;teaching-materials;wageningen-university,extension:Rmd,0,0,0.0,False,False
microsud/Tools-Microbiome-Analysis,https://github.com/microsud/Tools-Microbiome-Analysis,115,2023-04-11T11:47:52Z,2908,16s-rrna;amplicon;amplicon-sequencing;metagenomics;microbial-communities;microbiome-analysis;microbiome-data;microbiota,filename:_site.yml,2,0,0.0,True,False
mllewis/IATLANG,https://github.com/mllewis/IATLANG,18,2023-02-06T17:16:47Z,258065,,extension:Rmd,0,0,0.0,False,False
monika76five/ProbBayes,https://github.com/monika76five/ProbBayes,22,2022-09-04T14:49:47Z,95232,,extension:Rmd,1,0,0.0,True,False
msr-ds3/nyctransit,https://github.com/msr-ds3/nyctransit,12,2018-11-09T21:46:51Z,145876,,extension:Rmd,0,0,0.0,False,False
nacnudus/tidyxl,https://github.com/nacnudus/tidyxl,253,2024-06-13T21:36:06Z,101499,excelreader;r;rcpp;spreadsheet;tidy,extension:Rmd,19,1,5.3,True,False
neurodata/r-mgc,https://github.com/neurodata/r-mgc,10,2021-02-23T04:35:47Z,104992,,extension:Rmd,0,0,0.0,False,False
neurogenomics/orthogene,https://github.com/neurogenomics/orthogene,46,2025-09-27T18:49:50Z,235709,animal-models;bioconductor;bioconductor-package;bioinformatics;biomedicine;comparative-genomics;evolutionary-biology;genes;genomics;ontologies;r;r-package;translational-research,extension:Rmd,48,10,20.8,True,True
nflverse/open-source-football,https://github.com/nflverse/open-source-football,70,2025-05-14T14:17:51Z,27854,,filename:_site.yml,5,3,60.0,True,False
nicolas-ivanov/Rino,https://github.com/nicolas-ivanov/Rino,10,2014-05-04T19:46:59Z,0,,filename:_site.yml,0,0,0.0,False,False
nipraxis/textbook,https://github.com/nipraxis/textbook,14,2023-09-17T23:11:14Z,0,,extension:Rmd,325,73,22.5,True,True
noamross/mgcv-esa-2018,https://github.com/noamross/mgcv-esa-2018,16,2018-08-05T20:29:22Z,13819,,extension:Rmd,0,0,0.0,False,False
nteetor/yonder,https://github.com/nteetor/yonder,135,2025-07-18T02:15:46Z,136941,bootstrap-4;r;reactive;shiny;web-framework,extension:Rmd,3,1,33.3,True,False
ohlerlab/RiboseQC,https://github.com/ohlerlab/RiboseQC,18,2023-08-09T14:02:56Z,270956,,extension:Rmd,2,1,50.0,True,False
oliviergimenez/banana-book,https://github.com/oliviergimenez/banana-book,18,2025-09-19T13:27:44Z,257641,bayesian-inference;capture-recapture;hidden-markov-models;nimble;rstats,extension:Rmd,85,7,8.2,True,True
openZH/starter-code-openZH,https://github.com/openZH/starter-code-openZH,11,2025-10-24T03:49:53Z,0,,extension:Rmd,0,0,0.0,False,False
opensaludlab/ciencia_datos,https://github.com/opensaludlab/ciencia_datos,333,2023-03-06T02:51:03Z,119240,algorithms;analitycs;ciencia;ciencia-de-datos;computer-science;data-science;inteligencia-artificial;machine-learning;programming;public-health;rstats;salud;statistics,extension:Rmd,83,14,16.9,True,True
pablobarbera/POIR613-2019,https://github.com/pablobarbera/POIR613-2019,31,2019-12-16T16:31:10Z,286,,extension:Rmd,0,0,0.0,False,False
pablobarbera/social-media-upf,https://github.com/pablobarbera/social-media-upf,14,2018-07-04T19:29:04Z,3597,,filename:_site.yml,0,0,0.0,False,False
pablobarbera/text-analysis-vienna,https://github.com/pablobarbera/text-analysis-vienna,13,2018-10-19T10:08:11Z,286,,extension:Rmd,0,0,0.0,False,False
paezha/Spatial-Statistics-Course,https://github.com/paezha/Spatial-Statistics-Course,22,2021-03-11T23:05:49Z,84904,,extension:Rmd,0,0,0.0,False,False
pbiecek/ema,https://github.com/pbiecek/ema,194,2024-04-14T11:20:13Z,44745,examine;explain;explanatory-model-analysis;explore;machine-learning;model-visualization;predictive-models;xai,extension:Rmd,10,3,30.0,True,False
perlatex/R_for_Data_Science,https://github.com/perlatex/R_for_Data_Science,397,2025-07-19T03:51:13Z,3563,r;stan;tidymodels;tidyverse,extension:Rmd,60,3,5.0,True,False
poldrack/psych10-book,https://github.com/poldrack/psych10-book,484,2020-03-20T13:53:19Z,2831,,extension:Rmd,0,0,0.0,False,False
posit-conf-2023/creative-coding,https://github.com/posit-conf-2023/creative-coding,22,2023-09-18T20:58:38Z,46670,,extension:Rmd,0,0,0.0,False,False
pp4rs/2020-uzh-course-material,https://github.com/pp4rs/2020-uzh-course-material,19,2020-02-24T22:07:15Z,27450,,extension:Rmd,0,0,0.0,False,False
priviere/PPBstats,https://github.com/priviere/PPBstats,10,2021-04-30T07:38:23Z,504176,agriculture-research;participatory-plant-breeding;statistical-analysis,extension:Rmd,0,0,0.0,False,False
r-lib/roxygen2,https://github.com/r-lib/roxygen2,622,2025-09-03T22:58:50Z,413294,devtools;documentation;r,extension:Rmd,147,60,40.8,True,True
r-tmap/tmap,https://github.com/r-tmap/tmap,892,2025-10-23T19:39:29Z,1110568,choropleth-maps;maps;r;spatial;thematic-maps;visualisation,extension:Rmd,115,20,17.4,True,True
radiant-rstats/docs,https://github.com/radiant-rstats/docs,46,2025-10-01T00:02:20Z,3931,,extension:Rmd,7,0,0.0,True,False
rafalab/dsbook,https://github.com/rafalab/dsbook,1176,2025-03-05T01:50:37Z,20037,,extension:Rmd,32,10,31.2,True,True
rafalab/dslibro,https://github.com/rafalab/dslibro,15,2024-12-25T01:04:37Z,2691,,extension:Rmd,5,2,40.0,True,False
rbind/simplystats,https://github.com/rbind/simplystats,212,2021-11-11T18:19:07Z,416,blog;blogdown;statistics,extension:Rmd,0,0,0.0,False,False
rbind/xiangyun,https://github.com/rbind/xiangyun,11,2025-10-22T07:20:23Z,22129,data-analysis;data-visualization,extension:Rmd,243,3,1.2,True,False
rdsilva/Coda2018-SUS,https://github.com/rdsilva/Coda2018-SUS,11,2018-11-19T15:46:11Z,0,,extension:Rmd,0,0,0.0,False,False
resteorts/modern-bayes,https://github.com/resteorts/modern-bayes,78,2025-10-15T12:52:27Z,72076,,extension:Rmd,81,3,3.7,True,False
rjournal/rjournal.github.io,https://github.com/rjournal/rjournal.github.io,18,2025-10-23T22:36:03Z,7342801,,extension:Rmd,58,17,29.3,True,True
rnckp/starter-code_opendataswiss,https://github.com/rnckp/starter-code_opendataswiss,12,2025-09-24T03:45:32Z,10121180,jupyter;jupyter-notebook;open-data;open-data-science;open-datasets;open-government;open-government-data;opengovernment;opengovernmentdata;python;r;r-markdown;rmarkdown;rstats,extension:Rmd,0,0,0.0,False,False
ropensci/bold,https://github.com/ropensci/bold,21,2025-01-06T15:32:51Z,119730,api-wrapper;barcodes;r;r-package;rstats;sequences;taxize,extension:Rmd,26,5,19.2,True,True
ropensci/codemetar,https://github.com/ropensci/codemetar,67,2025-07-28T18:16:54Z,77703,codemeta;json-ld;metadata;peer-reviewed;r;r-package;rstats,extension:Rmd,19,2,10.5,True,False
ropensci/textreuse,https://github.com/ropensci/textreuse,202,2025-02-14T06:53:35Z,90533,peer-reviewed;r;r-package;rstats,extension:Rmd,0,0,0.0,False,False
rprops/Phenoflow_package,https://github.com/rprops/Phenoflow_package,12,2020-09-17T09:16:32Z,96468,diversity;flow;flow-cytometry,extension:Rmd,0,0,0.0,False,False
rpsychologist/powerlmm,https://github.com/rpsychologist/powerlmm,107,2023-12-13T10:03:22Z,468310,linear-mixed-effects-modelling;linear-mixed-models;longitudinal-data;multilevel-models;power;r-package,extension:Rmd,0,0,0.0,False,False
rstudio-education/rmd4medicine,https://github.com/rstudio-education/rmd4medicine,49,2020-10-07T11:54:52Z,19693,,filename:_site.yml,0,0,0.0,False,False
rstudio-education/tidymodels-virtually,https://github.com/rstudio-education/tidymodels-virtually,44,2021-09-22T20:29:15Z,52422,,extension:Rmd,0,0,0.0,False,False
rstudio/bslib,https://github.com/rstudio/bslib,539,2025-10-24T16:01:57Z,548782,bootstrap;htmltools;rmarkdown;sass;shiny,extension:Rmd,49,7,14.3,True,True
rstudio/keras-customer-churn,https://github.com/rstudio/keras-customer-churn,98,2019-12-11T19:08:13Z,5290,,extension:Rmd,0,0,0.0,False,False
rstudio/rticles,https://github.com/rstudio/rticles,1527,2025-10-02T12:40:52Z,89102,article;journal;paper;r;r-package;rmarkdown,extension:Rmd,55,8,14.5,True,True
rstudio/shiny-gallery,https://github.com/rstudio/shiny-gallery,151,2023-01-13T23:16:37Z,1383205,,extension:Rmd,0,0,0.0,False,False
rstudio/tensorflow.rstudio.com,https://github.com/rstudio/tensorflow.rstudio.com,11,2023-08-31T18:39:49Z,92665,,extension:Rmd,225,21,9.3,True,True
ryantimpe/brickr,https://github.com/ryantimpe/brickr,438,2023-11-27T19:30:53Z,110870,,extension:Rmd,0,0,0.0,False,False
satijalab/seurat,https://github.com/satijalab/seurat,2544,2025-10-24T17:23:20Z,1654697,cran;human-cell-atlas;single-cell-genomics;single-cell-rna-seq,extension:Rmd,478,119,24.9,True,True
sbalci/jjstatsplot,https://github.com/sbalci/jjstatsplot,11,2025-10-09T16:45:39Z,1117714,ggstatsplot;jamovi;module;r;r-package,extension:Rmd,6,0,0.0,True,False
shopware5/devdocs,https://github.com/shopware5/devdocs,138,2025-09-18T10:25:26Z,0,documentation;hacktoberfest;php;shopware;shopware5,filename:_site.yml,14,3,21.4,True,False
spatialanalysis/geodaData,https://github.com/spatialanalysis/geodaData,16,2020-10-05T19:06:43Z,209260,datasets;r;r-package;rspatial;sf;spatial;spatial-data;teaching,extension:Rmd,0,0,0.0,False,False
stan-dev/cmdstanr,https://github.com/stan-dev/cmdstanr,154,2025-08-21T16:51:43Z,792714,bayes;bayesian;markov-chain-monte-carlo;maximum-likelihood;mcmc;r-package;stan;variational-inference,extension:Rmd,316,125,39.6,True,True
stanford-policylab/opp,https://github.com/stanford-policylab/opp,94,2023-05-17T20:23:51Z,576219,,extension:Rmd,12,4,33.3,True,False
stephens999/ash-orig,https://github.com/stephens999/ash-orig,23,2016-04-16T02:07:07Z,183426,,extension:Rmd,0,0,0.0,False,False
stephenslab/wflow-divvy,https://github.com/stephenslab/wflow-divvy,15,2020-07-14T03:27:56Z,3287,,filename:_site.yml,0,0,0.0,False,False
strengejacke/sjPlot,https://github.com/strengejacke/sjPlot,634,2025-07-10T14:18:40Z,677865,data-visualization;plotting;r;social-sciences;statistics,extension:Rmd,37,7,18.9,True,True
stuart-lab/signac,https://github.com/stuart-lab/signac,393,2025-10-10T11:02:25Z,511518,atac;bioinformatics;single-cell,extension:Rmd,220,32,14.5,True,True
subugoe/scholcomm_analytics,https://github.com/subugoe/scholcomm_analytics,13,2025-10-16T08:15:19Z,244,bibliometrics;data-science;distill;library;rstats;scholarly-communication-analytics,filename:_site.yml,24,2,8.3,True,False
swaruplabUCI/DSAD_Spatial_Miyoshi_Morabito_2024,https://github.com/swaruplabUCI/DSAD_Spatial_Miyoshi_Morabito_2024,24,2025-07-08T10:44:09Z,193939,,extension:Rmd,0,0,0.0,False,False
t-kalinowski/tfautograph,https://github.com/t-kalinowski/tfautograph,18,2023-05-16T00:03:42Z,106498,autograph;r;tensorflow,extension:Rmd,12,3,25.0,True,False
taowenmicro/EasyMicrobiomeR,https://github.com/taowenmicro/EasyMicrobiomeR,343,2023-05-10T10:24:00Z,642431,,extension:Rmd,0,0,0.0,False,False
thaum-xyz/ankhmorpork,https://github.com/thaum-xyz/ankhmorpork,80,2025-10-22T07:00:13Z,0,ansible;cluster;fluxcd;jsonnet;k3s-cluster;kubernetes;prometheus;prometheus-operator,filename:_site.yml,541,78,14.4,True,True
tidyverse/datascience-box,https://github.com/tidyverse/datascience-box,1006,2025-09-30T02:29:04Z,54671,data-science;education;r;rstats;teaching,extension:Rmd,49,10,20.4,True,True
tidyverse/readxl,https://github.com/tidyverse/readxl,747,2025-09-19T16:24:49Z,90617,excel;r;spreadsheet;xls;xlsx,extension:Rmd,66,12,18.2,True,True
tidyverse/tidyverse.org,https://github.com/tidyverse/tidyverse.org,208,2025-10-15T14:48:50Z,27573,,extension:Rmd,60,12,20.0,True,True
trulia/choroplethr,https://github.com/trulia/choroplethr,142,2018-05-30T21:53:45Z,60438,,extension:Rmd,0,0,0.0,False,False
tsahota/NMproject,https://github.com/tsahota/NMproject,32,2025-03-14T18:56:39Z,501545,,extension:Rmd,87,24,27.6,True,True
ucdavisdatalab/Spatial_SQL,https://github.com/ucdavisdatalab/Spatial_SQL,35,2024-03-20T23:59:48Z,667,,extension:Rmd,19,1,5.3,True,False
ulyngs/oxforddown,https://github.com/ulyngs/oxforddown,227,2024-12-02T12:23:51Z,2427,,extension:Rmd,74,3,4.1,True,False
vanatteveldt/learningr,https://github.com/vanatteveldt/learningr,25,2019-11-14T13:25:33Z,6120,,extension:Rmd,0,0,0.0,False,False
wahani/dat,https://github.com/wahani/dat,15,2020-12-04T09:35:13Z,54363,,extension:Rmd,0,0,0.0,False,False
wikipathways/rWikiPathways,https://github.com/wikipathways/rWikiPathways,17,2025-10-14T18:15:39Z,51933,bioinformatics;data-access;pathways;rpackage,extension:Rmd,7,2,28.6,True,False
winterwang/LSHTMlearningnote,https://github.com/winterwang/LSHTMlearningnote,40,2023-09-04T04:55:24Z,20385,,extension:Rmd,5,0,0.0,True,False
wise-r/R-Training2016,https://github.com/wise-r/R-Training2016,13,2017-05-26T01:45:01Z,14710,,extension:Rmd,0,0,0.0,False,False
wjtorres/tidytuesday,https://github.com/wjtorres/tidytuesday,11,2021-05-30T13:05:19Z,11326,,extension:Rmd,0,0,0.0,False,False
wkumler/RaMS,https://github.com/wkumler/RaMS,24,2025-09-17T21:00:51Z,190989,mass-spectrometry-data;r;tidy-data,extension:Rmd,104,17,16.3,True,True
wmutschl/IntroR,https://github.com/wmutschl/IntroR,10,2022-04-08T12:34:57Z,0,bachelor;econometrics;economics;economist;exams;exercises;graduate-course;introduction-to-programming;introduction-to-r;master;r;slides;solution;solutions;teaching;teaching-materials;undergraduate-course,extension:Rmd,0,0,0.0,False,False
worldbank/r-econ-visual-library,https://github.com/worldbank/r-econ-visual-library,54,2025-03-19T14:41:50Z,221,,filename:_site.yml,0,0,0.0,False,False
wpinvestigative/arcos,https://github.com/wpinvestigative/arcos,30,2023-07-03T14:35:26Z,47443,,extension:Rmd,0,0,0.0,False,False
wri/cities-urbanshift,https://github.com/wri/cities-urbanshift,10,2023-04-05T20:51:41Z,399443,geospatial;geospatial-data;open-data;urban-analytics,extension:Rmd,27,0,0.0,True,False
xiyupeng/SpaTopic,https://github.com/xiyupeng/SpaTopic,11,2025-07-20T15:11:42Z,35484,,extension:Rmd,0,0,0.0,False,False
xuranw/MuSiC,https://github.com/xuranw/MuSiC,275,2024-03-04T21:03:32Z,116886,single-cell-rna-seq;statistical-genetics,extension:Rmd,22,0,0.0,True,False
yihui/knitr-examples,https://github.com/yihui/knitr-examples,487,2025-04-03T02:36:06Z,3367,examples;knitr;latex;r;r-markdown,extension:Rmd,19,1,5.3,True,False
yonicd/ggedit,https://github.com/yonicd/ggedit,254,2024-05-11T11:40:46Z,207807,ggplot2;r;shiny,extension:Rmd,0,0,0.0,False,False
yuryzablotski/yuzaR-Blog,https://github.com/yuryzablotski/yuzaR-Blog,12,2024-03-06T17:14:51Z,5090,,extension:Rmd,110,12,10.9,True,True
z3tt/TidyTuesday,https://github.com/z3tt/TidyTuesday,821,2023-09-26T15:18:55Z,21379,dataviz;ggplot2;r4ds;rstats;tidytuesday;tidytuesday-challenge;tidyverse,extension:Rmd,36,6,16.7,True,True
zhanglhbioinfor/DIRECT-NET,https://github.com/zhanglhbioinfor/DIRECT-NET,12,2023-06-04T03:23:19Z,54915,,extension:Rmd,25,0,0.0,True,False
